ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Download 1 ID","Download 1 name","Download 1 URL","Meta: _created_via","Meta: _last_editor_used_jetpack","Meta: _wc_gla_visibility","Meta: _wc_gla_sync_status","Meta: fb_product_item_id","Meta: _wc_facebook_sync_enabled","Meta: fb_visibility","Meta: fb_product_description","Meta: _wc_facebook_product_image_source","Meta: _wc_facebook_commerce_enabled","Meta: _wc_gla_synced_at","Meta: _wc_gla_mc_status","Meta: _product_addons_exclude_global","Meta: fb_product_group_id","Meta: fb_product_image","Meta: fb_product_price","Meta: _wc_facebook_enhanced_catalog_attributes_product_length","Meta: _wc_facebook_enhanced_catalog_attributes_product_width","Meta: _wc_facebook_enhanced_catalog_attributes_color","Meta: _wc_facebook_enhanced_catalog_attributes_material","Meta: _wc_facebook_enhanced_catalog_attributes_pattern","Meta: _wc_facebook_enhanced_catalog_attributes_decor_style","Meta: _wc_facebook_enhanced_catalog_attributes_additional_features","Meta: _wc_facebook_enhanced_catalog_attributes_occasion","Meta: _wc_facebook_enhanced_catalog_attributes_standard_features","Meta: _wc_facebook_enhanced_catalog_attributes_size","Meta: _wc_facebook_enhanced_catalog_attributes_shape","Meta: _wc_facebook_enhanced_catalog_attributes_scent","Meta: _wc_facebook_enhanced_catalog_attributes_recommended_rooms","Meta: _wc_facebook_enhanced_catalog_attributes_product_weight","Meta: _wc_facebook_enhanced_catalog_attributes_product_height","Meta: _wc_facebook_enhanced_catalog_attributes_power_type","Meta: _wc_facebook_enhanced_catalog_attributes_number_of_shelves","Meta: _wc_facebook_enhanced_catalog_attributes_numberof_lights","Meta: _wc_facebook_enhanced_catalog_attributes_age_group","Meta: _wc_facebook_enhanced_catalog_attributes_number_of_drawers","Meta: _wc_facebook_enhanced_catalog_attributes_mount_type","Meta: _wc_facebook_enhanced_catalog_attributes_light_bulb_type","Meta: _wc_facebook_enhanced_catalog_attributes_is_powered","Meta: _wc_facebook_enhanced_catalog_attributes_is_assembly_required","Meta: _wc_facebook_enhanced_catalog_attributes_gender","Meta: _wc_facebook_enhanced_catalog_attributes_finish","Meta: _wc_facebook_enhanced_catalog_attributes_character","Meta: _wc_facebook_enhanced_catalog_attributes_capacity","Meta: _wc_facebook_enhanced_catalog_attributes_brand","Meta: _wc_facebook_enhanced_catalog_attributes_theme","Meta: _product_addons","Meta: _wpcom_is_markdown","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global"
372,"simple, downloadable, virtual",,,"One Red Circle",-1,0,visible,,"There's a red circle. There are three other circles. They aren't red. You like the red circle. You want to buy it.\n\nAfter checkout, you'll get a link to download your exclusive and valuable purchase. This is a good financial decision.",,,taxable,,1,,,0,0,,,,,0,,1800,2000,Circles,,,https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/Red-circles-1.png,-1,-1,,,,,,,0,,2857c59e-72a0-43ca-9be2-65998f2c3279,"Red Circles",https://shapeshack.store/wp-content/uploads/2021/02/Red-circles-1.png,ajax-product-importer,classic-editor,dont-sync-and-show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"simple, downloadable, virtual",,,"Angular in Red",1,0,visible,,"Two triangles on half a red background. Two sandwiches on a red napkin. You suddenly feel hungry. Time for a snack.\n\nAfter checkout, you'll get a link to download your exclusive and valuable purchase. This is a good financial decision.",,,taxable,,1,,,0,0,,,,,0,,,3199,Triangles,,,https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/half-red.png,1,10,,,,,,,0,,732792c3-872c-4c6a-8d41-6cd772419c0f,"Angular in Red",https://shapeshack.store/wp-content/uploads/2021/02/half-red.png,ajax-product-importer,classic-editor,dont-sync-and-show,not-synced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,variation,,,"Lined Circle In a Square - Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10234,90",,,,,,,id:383,,,123456,,,7,,,,,ajax-product-importer,,,,,yes,,,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Small,,0,,,,,
385,variation,,,"Lined Circle In a Square - Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10234,90",,,,,,,id:383,,,123456,,,8,,,,,ajax-product-importer,,,,,yes,,,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Medium,,0,,,,,
386,variation,,,"Lined Circle In a Square - Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10234,90",,,,,,,id:383,,,123456,,,9,,,,,ajax-product-importer,,,,,yes,,,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Large,,0,,,,,
387,variation,,,"Lined Circle In a Square - Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:383,,,123456,,,1,,,,,ajax-product-importer,,,,7588318051229432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Small,,0,,,,,
388,variation,,,"Lined Circle In a Square - Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:383,,,123456,,,2,,,,,ajax-product-importer,,,,25027311320217194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Small,,0,,,,,
389,variation,,,"Lined Circle In a Square - Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:383,,,123456,,,3,,,,,ajax-product-importer,,,,7255977811163540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Medium,,0,,,,,
390,variation,,,"Lined Circle In a Square - Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:383,,,123456,,,4,,,,,ajax-product-importer,,,,6856218387816547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Medium,,0,,,,,
391,variation,,,"Lined Circle In a Square - Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:383,,,123456,,,5,,,,,ajax-product-importer,,,,7927330810628268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Large,,0,,,,,
392,variation,,,"Lined Circle In a Square - Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:383,,,123456,,,6,,,,,ajax-product-importer,,,,7568141663204219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Large,,0,,,,,
394,variable,,,"Planet T-shirt",1,0,visible,,"This t-shirt will change your life!!!",,,taxable,,1,,,0,0,,,,,0,,,,Circles,,,"https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/both-tees.png, https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/tomato-tee.png, https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/black-tee.png, https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/Materials.png",,,,,,,,,0,,,,,ajax-product-importer,,sync-and-show,synced,,yes,yes,,product,no,1740970912,disapproved,1,8158195687612287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Gift-wrapping"",""title_format"":""label"",""description_enable"":0,""description"":"""",""placeholder_enable"":0,""placeholder"":"""",""type"":""checkbox"",""display"":""select"",""position"":0,""required"":0,""restrictions"":0,""restrictions_type"":""any_text"",""adjust_price"":0,""price_type"":""flat_fee"",""price"":"""",""min"":0,""max"":0,""id"":""1726587345"",""options"":[{""label"":""Add Ribbon"",""price"":""10"",""image"":"""",""price_type"":""flat_fee""},{""label"":""Add Gift Card"",""price"":""5"",""image"":"""",""price_type"":""flat_fee""}]}]",,"Measurement (Local Attribute)",50cm,1,0,Material,"Cotton, Linen",1,1,Cotton
395,variation,,,"Planet T-shirt - Cotton",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,45,50,,,,https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/white-tee.png,,,id:394,,,,,,1,,,,,ajax-product-importer,,,synced,7870807916360914,yes,yes,,product,,1740970911,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Material,Cotton,,1,,,,,
396,variation,,,"Planet T-shirt - Linen",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,45,50,,,,,,,id:394,,,,,,2,,,,,ajax-product-importer,,,synced,8050105388431938,yes,yes,,product,,1740970911,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Material,Linen,,1,,,,,
397,variation,,,"Planet T-shirt - Cotton",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,45,50,,,,,,,id:394,,,,,,3,,,,,ajax-product-importer,,,synced,7861910547271296,yes,yes,,product,,1740970911,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Material,Cotton,,1,,,,,
398,variation,,,"Planet T-shirt - Linen",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,45,50,,,,,,,id:394,,,,,,4,,,,,ajax-product-importer,,,synced,8092767724163443,yes,yes,,product,,1740970911,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Material,Linen,,1,,,,,
399,variation,,,"Planet T-shirt - Cotton",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,45,50,,,,,,,id:394,,,,,,5,,,,,ajax-product-importer,,,synced,8432853576735171,yes,yes,,product,,1740970912,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Material,Cotton,,1,,,,,
400,variation,,,"Planet T-shirt - Linen",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,45,50,,,,,,,id:394,,,,,,6,,,,,ajax-product-importer,,,synced,8067808779933739,yes,yes,,product,,1740970912,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Material,Linen,,1,,,,,
401,variation,,,"The Magic Empty Box - 10cm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,123456,,,,,,1,,,,,ajax-product-importer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,10cm,,0,,,,,
415,variation,,,"The Magic Empty Box - 20cm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,123456,,,,,,2,,,,,ajax-product-importer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,20cm,,0,,,,,
416,variation,,,"The Magic Empty Box - 50cm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,123456,,,,,,3,,,,,ajax-product-importer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,50cm,,0,,,,,
417,variation,,,"Overlaps on Shadow - Extra Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,865434864,,,,,,1,,,,,ajax-product-importer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,"Extra Large",,1,,,,,
418,variation,,,"Overlaps on Shadow - Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,865434864,,,,,,2,,,,,ajax-product-importer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Large,,1,,,,,
419,variation,,,"Overlaps on Shadow - Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,865434864,,,,,,3,,,,,ajax-product-importer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,Small,,1,,,,,
420,variable,MH01,,"Chaz Kangeroo Hoodie",1,0,visible,"This is a variable product called a Chaz Kangeroo Hoodie","<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p> <p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",,,taxable,,0,0,,0,0,,,,,1,,,,"Hoodies & Sweatshirts",,,"https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-gray_main.jpg, https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-gray_alt1.jpg, https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-gray_back.jpg",,,,,,,,,0,,,,,ajax-product-importer,,sync-and-show,synced,,,,,,,1740798173,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,"XS, S, M, L, XL",1,0,Color,"Black, Gray, Orange",1,0,
421,variation,MH01-L-Black,,"Chaz Kangeroo Hoodie - L, Black",1,0,visible,,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p> <p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",,,taxable,,1,100,,0,0,,,,,0,,,52,,,,https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-black_main.jpg,,,MH01,,,,,,0,,,,,ajax-product-importer,,,synced,,,,,,,1740798173,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,,0,Color,Black,,0,
422,variation,MH01-L-Gray,,"Chaz Kangeroo Hoodie - L, Gray",1,0,visible,,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p> <p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",,,taxable,,1,100,,0,0,,,,,0,,,52,,,,"https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-gray_main.jpg, https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-gray_alt1.jpg, https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-gray_back.jpg",,,MH01,,,,,,0,,,,,ajax-product-importer,,,synced,,,,,,,1740798173,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,,0,Color,Gray,,0,
423,variation,MH01-L-Orange,,"Chaz Kangeroo Hoodie - L, Orange",1,0,visible,,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p> <p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",,,taxable,,1,100,,0,0,,,,,0,,,52,,,,https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-orange_main.jpg,,,MH01,,,,,,0,,,,,ajax-product-importer,,,synced,,,,,,,1740798173,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,,0,Color,Orange,,0,
424,variation,MH01-M-Black,,"Chaz Kangeroo Hoodie - M, Black",1,0,visible,,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p> <p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",,,taxable,,1,100,,0,0,,,,,0,,,52,,,,https://iapiwoo.wpcomstaging.com/wp-content/uploads/2025/03/mh01-black_main.jpg,,,MH01,,,,,,0,,,,,ajax-product-importer,,,synced,,,,,,,1740798173,disapproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,,0,Color,Black,,0,
